WYPADEK_ID,PLEC,MIASTO,MIESIAC,PRZYCZYNA
996,Kobieta   ,Olsztyn,2,Jazda po niewlasciwej stronie drogi.
997,Kobieta   ,Katowice,5,Nieudzielenie pierwszenstwa przejazdu.
998,Kobieta   ,Bialystok,1,Nieudzielenie pierwszenstwa przejazdu.
999,Kobieta   ,Szczecin,8,Niedostosowanie predkosci do warunków na drodze.
1000,Kobieta   ,Lublin,9,Niedostosowanie predkosci do warunków na drodze.
1001,Kobieta   ,Torun,8,Nieudzielenie pierwszenstwa przejazdu.
1002,Kobieta   ,Bialystok,5,Jazda po niewlasciwej stronie drogi.
1003,Kobieta   ,Rzeszów,5,Nieudzielenie pierwszenstwa przejazdu.
1004,Mezczyzna ,Poznan,1,Niedostosowanie predkosci do warunków na drodze.
1005,Kobieta   ,Poznan,3,Jazda po niewlasciwej stronie drogi.
1006,Mezczyzna ,Poznan,6,Nieudzielenie pierwszenstwa przejazdu.
1007,Kobieta   ,Gdansk,9,Jazda po niewlasciwej stronie drogi.
1008,Kobieta   ,Poznan,11,Niedostosowanie predkosci do warunków na drodze.
1009,Mezczyzna ,Lódz,8,Nieudzielenie pierwszenstwa przejazdu.
1010,Mezczyzna ,Olsztyn,12,Niedostosowanie predkosci do warunków na drodze.
1011,Mezczyzna ,Lódz,9,Nieprawidlowe wyprzedzanie.
1012,Kobieta   ,Szczecin,5,Nieprawidlowe zachowanie sie wobec pieszego.
1013,Kobieta   ,Bialystok,1,Nieudzielenie pierwszenstwa przejazdu.
1014,Kobieta   ,Szczecin,8,Niedostosowanie predkosci do warunków na drodze.
1015,Kobieta   ,Olsztyn,6,Nieprawidlowe zachowanie sie wobec pieszego.
1016,Kobieta   ,Szczecin,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1017,Kobieta   ,Katowice,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1018,Mezczyzna ,Poznan,5,Nieprawidlowe zachowanie sie wobec pieszego.
1019,Kobieta   ,Bialystok,1,Nieprawidlowe zachowanie sie wobec pieszego.
1020,Mezczyzna ,Olsztyn,7,Nieudzielenie pierwszenstwa przejazdu.
1021,Mezczyzna ,Katowice,1,Nieudzielenie pierwszenstwa przejazdu.
1022,Mezczyzna ,Gorzów Wielkopolski,12,Nieprawidlowe zachowanie sie wobec pieszego.
1023,Kobieta   ,Bialystok,9,Jazda po niewlasciwej stronie drogi.
1024,Mezczyzna ,Torun,8,Nieprawidlowe wyprzedzanie.
1025,Mezczyzna ,Bialystok,6,Nieudzielenie pierwszenstwa przejazdu.
1026,Mezczyzna ,Lublin,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1027,Kobieta   ,Katowice,8,Nieprawidlowe wyprzedzanie.
1028,Mezczyzna ,Torun,5,Nieudzielenie pierwszenstwa przejazdu.
1029,Mezczyzna ,Kielce,1,Niedostosowanie predkosci do warunków na drodze.
1030,Mezczyzna ,Gdansk,7,Niedostosowanie predkosci do warunków na drodze.
1031,Kobieta   ,Kielce,5,Nieprawidlowe wyprzedzanie.
1032,Kobieta   ,Lódz,8,Jazda po niewlasciwej stronie drogi.
1033,Mezczyzna ,Lublin,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1034,Mezczyzna ,Bialystok,10,Nieudzielenie pierwszenstwa przejazdu.
1035,Mezczyzna ,Poznan,1,Nieudzielenie pierwszenstwa przejazdu.
1036,Kobieta   ,Warszawa,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1037,Mezczyzna ,Katowice,10,Jazda po niewlasciwej stronie drogi.
1038,Mezczyzna ,Warszawa,5,Nieprawidlowe zachowanie sie wobec pieszego.
1039,Kobieta   ,Lublin,4,Jazda po niewlasciwej stronie drogi.
1040,Mezczyzna ,Bialystok,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1041,Mezczyzna ,Gorzów Wielkopolski,11,Niedostosowanie predkosci do warunków na drodze.
1042,Mezczyzna ,Kielce,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1043,Mezczyzna ,Wroclaw,4,Nieprawidlowe zachowanie sie wobec pieszego.
1044,Mezczyzna ,Kielce,3,Jazda po niewlasciwej stronie drogi.
1045,Mezczyzna ,Gorzów Wielkopolski,11,Nieprawidlowe wyprzedzanie.
1046,Mezczyzna ,Szczecin,4,Jazda po niewlasciwej stronie drogi.
1047,Mezczyzna ,Kielce,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1048,Kobieta   ,Gdansk,7,Jazda po niewlasciwej stronie drogi.
1049,Mezczyzna ,Lódz,8,Nieprawidlowe wyprzedzanie.
1050,Mezczyzna ,Poznan,2,Nieudzielenie pierwszenstwa przejazdu.
1051,Kobieta   ,Lublin,11,Nieprawidlowe zachowanie sie wobec pieszego.
1052,Kobieta   ,Szczecin,2,Nieprawidlowe wyprzedzanie.
1053,Mezczyzna ,Szczecin,12,Nieudzielenie pierwszenstwa przejazdu.
1054,Kobieta   ,Opole,5,Nieudzielenie pierwszenstwa przejazdu.
1055,Mezczyzna ,Rzeszów,2,Nieprawidlowe wyprzedzanie.
1056,Mezczyzna ,Torun,11,Nieprawidlowe wyprzedzanie.
1057,Kobieta   ,Wroclaw,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1058,Mezczyzna ,Torun,12,Nieprawidlowe wyprzedzanie.
1059,Kobieta   ,Lódz,3,Nieprawidlowe wyprzedzanie.
1060,Mezczyzna ,Warszawa,12,Nieprawidlowe zachowanie sie wobec pieszego.
1061,Kobieta   ,Wroclaw,7,Nieudzielenie pierwszenstwa przejazdu.
1062,Kobieta   ,Poznan,2,Jazda po niewlasciwej stronie drogi.
1063,Kobieta   ,Olsztyn,5,Nieprawidlowe zachowanie sie wobec pieszego.
1064,Kobieta   ,Kielce,5,Nieudzielenie pierwszenstwa przejazdu.
1065,Kobieta   ,Szczecin,10,Jazda po niewlasciwej stronie drogi.
1066,Kobieta   ,Rzeszów,6,Nieprawidlowe zachowanie sie wobec pieszego.
1067,Mezczyzna ,Szczecin,11,Niedostosowanie predkosci do warunków na drodze.
1068,Kobieta   ,Katowice,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1069,Mezczyzna ,Olsztyn,2,Nieudzielenie pierwszenstwa przejazdu.
1070,Kobieta   ,Torun,3,Jazda po niewlasciwej stronie drogi.
1071,Mezczyzna ,Lublin,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1072,Mezczyzna ,Torun,7,Jazda po niewlasciwej stronie drogi.
1073,Kobieta   ,Gdansk,5,Niedostosowanie predkosci do warunków na drodze.
1074,Kobieta   ,Kielce,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1075,Kobieta   ,Katowice,5,Niedostosowanie predkosci do warunków na drodze.
1076,Kobieta   ,Wroclaw,3,Nieprawidlowe wyprzedzanie.
1077,Kobieta   ,Olsztyn,1,Nieprawidlowe zachowanie sie wobec pieszego.
1078,Mezczyzna ,Gdansk,4,Jazda po niewlasciwej stronie drogi.
1079,Mezczyzna ,Torun,11,Nieudzielenie pierwszenstwa przejazdu.
1080,Kobieta   ,Bydgoszcz,1,Nieprawidlowe zachowanie sie wobec pieszego.
1081,Mezczyzna ,Warszawa,7,Niedostosowanie predkosci do warunków na drodze.
1082,Mezczyzna ,Bydgoszcz,5,Nieprawidlowe wyprzedzanie.
1083,Kobieta   ,Gorzów Wielkopolski,10,Niedostosowanie predkosci do warunków na drodze.
1084,Kobieta   ,Lublin,8,Jazda po niewlasciwej stronie drogi.
1085,Kobieta   ,Torun,9,Niedostosowanie predkosci do warunków na drodze.
1086,Kobieta   ,Bialystok,5,Nieprawidlowe wyprzedzanie.
1087,Mezczyzna ,Gorzów Wielkopolski,6,Nieudzielenie pierwszenstwa przejazdu.
1088,Mezczyzna ,Gdansk,2,Jazda po niewlasciwej stronie drogi.
1089,Kobieta   ,Gorzów Wielkopolski,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1090,Kobieta   ,Rzeszów,5,Niedostosowanie predkosci do warunków na drodze.
1091,Mezczyzna ,Wroclaw,12,Nieudzielenie pierwszenstwa przejazdu.
1092,Kobieta   ,Poznan,9,Nieprawidlowe zachowanie sie wobec pieszego.
1093,Kobieta   ,Bialystok,8,Nieprawidlowe wyprzedzanie.
1094,Kobieta   ,Poznan,7,Jazda po niewlasciwej stronie drogi.
1095,Kobieta   ,Gorzów Wielkopolski,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1096,Mezczyzna ,Olsztyn,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1097,Kobieta   ,Lódz,2,Nieprawidlowe wyprzedzanie.
1098,Kobieta   ,Poznan,8,Jazda po niewlasciwej stronie drogi.
1099,Mezczyzna ,Bydgoszcz,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1100,Mezczyzna ,Rzeszów,1,Nieprawidlowe zachowanie sie wobec pieszego.
1101,Kobieta   ,Torun,12,Nieprawidlowe zachowanie sie wobec pieszego.
1102,Mezczyzna ,Poznan,7,Niedostosowanie predkosci do warunków na drodze.
1103,Mezczyzna ,Wroclaw,7,Nieprawidlowe zachowanie sie wobec pieszego.
1104,Kobieta   ,Lódz,8,Nieprawidlowe wyprzedzanie.
1105,Kobieta   ,Olsztyn,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1106,Mezczyzna ,Bydgoszcz,1,Nieudzielenie pierwszenstwa przejazdu.
1107,Kobieta   ,Wroclaw,12,Nieprawidlowe wyprzedzanie.
1108,Mezczyzna ,Opole,5,Nieprawidlowe wyprzedzanie.
1109,Kobieta   ,Bialystok,6,Niedostosowanie predkosci do warunków na drodze.
1110,Mezczyzna ,Kielce,4,Nieprawidlowe zachowanie sie wobec pieszego.
1111,Kobieta   ,Kielce,5,Nieudzielenie pierwszenstwa przejazdu.
1112,Kobieta   ,Wroclaw,1,Niedostosowanie predkosci do warunków na drodze.
1113,Mezczyzna ,Rzeszów,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1114,Mezczyzna ,Opole,1,Niedostosowanie predkosci do warunków na drodze.
1115,Kobieta   ,Gorzów Wielkopolski,2,Niedostosowanie predkosci do warunków na drodze.
1116,Kobieta   ,Gdansk,10,Nieprawidlowe zachowanie sie wobec pieszego.
1117,Mezczyzna ,Szczecin,10,Jazda po niewlasciwej stronie drogi.
1118,Mezczyzna ,Opole,10,Nieprawidlowe zachowanie sie wobec pieszego.
1119,Kobieta   ,Torun,1,Jazda po niewlasciwej stronie drogi.
1120,Mezczyzna ,Rzeszów,10,Nieprawidlowe wyprzedzanie.
1121,Kobieta   ,Bydgoszcz,11,Nieprawidlowe wyprzedzanie.
1122,Mezczyzna ,Opole,1,Nieprawidlowe wyprzedzanie.
1123,Kobieta   ,Wroclaw,11,Nieprawidlowe wyprzedzanie.
1124,Mezczyzna ,Gorzów Wielkopolski,12,Nieprawidlowe wyprzedzanie.
1125,Kobieta   ,Szczecin,4,Nieudzielenie pierwszenstwa przejazdu.
1126,Mezczyzna ,Wroclaw,1,Nieprawidlowe zachowanie sie wobec pieszego.
1127,Mezczyzna ,Kielce,9,Nieprawidlowe wyprzedzanie.
1128,Kobieta   ,Warszawa,11,Jazda po niewlasciwej stronie drogi.
1129,Mezczyzna ,Gorzów Wielkopolski,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1130,Mezczyzna ,Torun,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1131,Mezczyzna ,Bialystok,7,Jazda po niewlasciwej stronie drogi.
1132,Kobieta   ,Szczecin,12,Niedostosowanie predkosci do warunków na drodze.
1133,Mezczyzna ,Bialystok,5,Jazda po niewlasciwej stronie drogi.
1134,Kobieta   ,Poznan,11,Niedostosowanie predkosci do warunków na drodze.
1135,Kobieta   ,Olsztyn,6,Nieprawidlowe wyprzedzanie.
1136,Mezczyzna ,Warszawa,3,Niedostosowanie predkosci do warunków na drodze.
1137,Mezczyzna ,Wroclaw,12,Nieudzielenie pierwszenstwa przejazdu.
1138,Mezczyzna ,Warszawa,3,Niedostosowanie predkosci do warunków na drodze.
1139,Mezczyzna ,Opole,2,Jazda po niewlasciwej stronie drogi.
1140,Mezczyzna ,Gorzów Wielkopolski,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1141,Kobieta   ,Lublin,9,Jazda po niewlasciwej stronie drogi.
1142,Mezczyzna ,Poznan,8,Niedostosowanie predkosci do warunków na drodze.
1143,Mezczyzna ,Opole,3,Nieprawidlowe zachowanie sie wobec pieszego.
1144,Kobieta   ,Szczecin,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1145,Kobieta   ,Rzeszów,3,Jazda po niewlasciwej stronie drogi.
1146,Kobieta   ,Opole,12,Niedostosowanie predkosci do warunków na drodze.
1147,Mezczyzna ,Szczecin,10,Nieudzielenie pierwszenstwa przejazdu.
1148,Mezczyzna ,Poznan,10,Nieudzielenie pierwszenstwa przejazdu.
1149,Kobieta   ,Gdansk,1,Nieudzielenie pierwszenstwa przejazdu.
1150,Kobieta   ,Bialystok,9,Niedostosowanie predkosci do warunków na drodze.
1151,Kobieta   ,Rzeszów,8,Jazda po niewlasciwej stronie drogi.
1152,Mezczyzna ,Gdansk,1,Niedostosowanie predkosci do warunków na drodze.
1153,Kobieta   ,Katowice,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1154,Mezczyzna ,Lódz,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1155,Mezczyzna ,Gorzów Wielkopolski,12,Nieudzielenie pierwszenstwa przejazdu.
1156,Kobieta   ,Szczecin,8,Jazda po niewlasciwej stronie drogi.
1157,Mezczyzna ,Warszawa,10,Jazda po niewlasciwej stronie drogi.
1158,Mezczyzna ,Torun,12,Nieprawidlowe wyprzedzanie.
1159,Mezczyzna ,Gorzów Wielkopolski,5,Niedostosowanie predkosci do warunków na drodze.
1160,Mezczyzna ,Olsztyn,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1161,Mezczyzna ,Gorzów Wielkopolski,11,Nieprawidlowe zachowanie sie wobec pieszego.
1162,Mezczyzna ,Bialystok,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1163,Kobieta   ,Bialystok,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1164,Kobieta   ,Gorzów Wielkopolski,9,Nieudzielenie pierwszenstwa przejazdu.
1165,Mezczyzna ,Gdansk,8,Nieudzielenie pierwszenstwa przejazdu.
1166,Kobieta   ,Poznan,5,Nieudzielenie pierwszenstwa przejazdu.
1167,Kobieta   ,Gdansk,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1168,Kobieta   ,Gorzów Wielkopolski,1,Jazda po niewlasciwej stronie drogi.
1169,Mezczyzna ,Olsztyn,7,Niedostosowanie predkosci do warunków na drodze.
1170,Mezczyzna ,Poznan,2,Nieudzielenie pierwszenstwa przejazdu.
1171,Mezczyzna ,Torun,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1172,Mezczyzna ,Bydgoszcz,12,Nieprawidlowe zachowanie sie wobec pieszego.
1173,Mezczyzna ,Lublin,6,Niedostosowanie predkosci do warunków na drodze.
1174,Mezczyzna ,Lublin,10,Nieprawidlowe wyprzedzanie.
1175,Mezczyzna ,Wroclaw,8,Nieudzielenie pierwszenstwa przejazdu.
1176,Kobieta   ,Katowice,8,Nieudzielenie pierwszenstwa przejazdu.
1177,Mezczyzna ,Warszawa,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1178,Kobieta   ,Lublin,12,Nieprawidlowe zachowanie sie wobec pieszego.
1179,Kobieta   ,Torun,7,Nieprawidlowe wyprzedzanie.
1180,Kobieta   ,Lublin,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1181,Mezczyzna ,Kielce,4,Jazda po niewlasciwej stronie drogi.
1182,Kobieta   ,Bialystok,4,Jazda po niewlasciwej stronie drogi.
1183,Kobieta   ,Torun,10,Nieprawidlowe wyprzedzanie.
1184,Kobieta   ,Gdansk,5,Nieprawidlowe zachowanie sie wobec pieszego.
1185,Kobieta   ,Opole,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1186,Kobieta   ,Rzeszów,6,Nieprawidlowe wyprzedzanie.
1187,Kobieta   ,Lódz,4,Nieprawidlowe zachowanie sie wobec pieszego.
1188,Mezczyzna ,Katowice,3,Nieudzielenie pierwszenstwa przejazdu.
1189,Kobieta   ,Torun,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1190,Kobieta   ,Lódz,6,Nieprawidlowe wyprzedzanie.
1191,Mezczyzna ,Gdansk,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1192,Kobieta   ,Opole,6,Nieprawidlowe wyprzedzanie.
1193,Mezczyzna ,Gdansk,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1194,Kobieta   ,Torun,3,Jazda po niewlasciwej stronie drogi.
1195,Mezczyzna ,Warszawa,12,Nieprawidlowe zachowanie sie wobec pieszego.
1196,Mezczyzna ,Szczecin,11,Niedostosowanie predkosci do warunków na drodze.
1197,Kobieta   ,Lublin,12,Nieudzielenie pierwszenstwa przejazdu.
1198,Mezczyzna ,Gdansk,12,Jazda po niewlasciwej stronie drogi.
1199,Mezczyzna ,Bydgoszcz,12,Niedostosowanie predkosci do warunków na drodze.
1200,Mezczyzna ,Lódz,5,Nieprawidlowe zachowanie sie wobec pieszego.
1201,Mezczyzna ,Wroclaw,11,Nieprawidlowe zachowanie sie wobec pieszego.
1202,Mezczyzna ,Warszawa,9,Nieprawidlowe wyprzedzanie.
1203,Mezczyzna ,Warszawa,9,Nieprawidlowe wyprzedzanie.
1204,Mezczyzna ,Bialystok,1,Niedostosowanie predkosci do warunków na drodze.
1205,Kobieta   ,Bydgoszcz,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1206,Kobieta   ,Torun,6,Nieprawidlowe zachowanie sie wobec pieszego.
1207,Mezczyzna ,Gdansk,1,Jazda po niewlasciwej stronie drogi.
1208,Mezczyzna ,Warszawa,12,Jazda po niewlasciwej stronie drogi.
1209,Kobieta   ,Szczecin,12,Nieprawidlowe wyprzedzanie.
1210,Kobieta   ,Katowice,12,Nieprawidlowe wyprzedzanie.
1211,Kobieta   ,Warszawa,6,Nieprawidlowe zachowanie sie wobec pieszego.
1212,Mezczyzna ,Olsztyn,1,Jazda po niewlasciwej stronie drogi.
1213,Mezczyzna ,Kielce,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1214,Mezczyzna ,Warszawa,3,Nieudzielenie pierwszenstwa przejazdu.
1215,Mezczyzna ,Gdansk,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1216,Mezczyzna ,Olsztyn,11,Niedostosowanie predkosci do warunków na drodze.
1217,Mezczyzna ,Poznan,11,Nieudzielenie pierwszenstwa przejazdu.
1218,Mezczyzna ,Szczecin,11,Nieudzielenie pierwszenstwa przejazdu.
1219,Mezczyzna ,Olsztyn,2,Jazda po niewlasciwej stronie drogi.
1220,Mezczyzna ,Warszawa,11,Nieprawidlowe zachowanie sie wobec pieszego.
1221,Kobieta   ,Gorzów Wielkopolski,8,Nieprawidlowe wyprzedzanie.
1222,Mezczyzna ,Rzeszów,6,Nieprawidlowe wyprzedzanie.
1223,Kobieta   ,Rzeszów,7,Nieprawidlowe zachowanie sie wobec pieszego.
1224,Mezczyzna ,Torun,9,Nieprawidlowe wyprzedzanie.
1225,Mezczyzna ,Rzeszów,3,Nieprawidlowe wyprzedzanie.
1226,Mezczyzna ,Rzeszów,7,Nieprawidlowe wyprzedzanie.
1227,Mezczyzna ,Lódz,10,Nieprawidlowe zachowanie sie wobec pieszego.
1228,Mezczyzna ,Warszawa,12,Nieudzielenie pierwszenstwa przejazdu.
1229,Kobieta   ,Bialystok,5,Jazda po niewlasciwej stronie drogi.
1230,Kobieta   ,Warszawa,7,Jazda po niewlasciwej stronie drogi.
1231,Kobieta   ,Poznan,12,Jazda po niewlasciwej stronie drogi.
1232,Mezczyzna ,Torun,11,Nieprawidlowe wyprzedzanie.
1233,Kobieta   ,Lublin,3,Nieprawidlowe wyprzedzanie.
1234,Mezczyzna ,Lublin,7,Nieudzielenie pierwszenstwa przejazdu.
1235,Mezczyzna ,Gdansk,1,Jazda po niewlasciwej stronie drogi.
1236,Kobieta   ,Gdansk,12,Nieprawidlowe wyprzedzanie.
1237,Kobieta   ,Rzeszów,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1238,Kobieta   ,Bydgoszcz,8,Niedostosowanie predkosci do warunków na drodze.
1239,Kobieta   ,Wroclaw,11,Niedostosowanie predkosci do warunków na drodze.
1240,Mezczyzna ,Rzeszów,5,Nieudzielenie pierwszenstwa przejazdu.
1241,Kobieta   ,Gdansk,9,Nieprawidlowe zachowanie sie wobec pieszego.
1242,Kobieta   ,Rzeszów,3,Jazda po niewlasciwej stronie drogi.
1243,Mezczyzna ,Rzeszów,5,Nieudzielenie pierwszenstwa przejazdu.
1244,Kobieta   ,Rzeszów,2,Nieprawidlowe wyprzedzanie.
1245,Kobieta   ,Olsztyn,10,Nieprawidlowe zachowanie sie wobec pieszego.
1246,Mezczyzna ,Poznan,5,Niedostosowanie predkosci do warunków na drodze.
1247,Kobieta   ,Rzeszów,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1248,Mezczyzna ,Kielce,4,Nieudzielenie pierwszenstwa przejazdu.
1249,Kobieta   ,Gdansk,12,Nieudzielenie pierwszenstwa przejazdu.
1250,Mezczyzna ,Warszawa,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1251,Mezczyzna ,Szczecin,8,Niedostosowanie predkosci do warunków na drodze.
1252,Kobieta   ,Bydgoszcz,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1253,Kobieta   ,Poznan,10,Nieprawidlowe wyprzedzanie.
1254,Kobieta   ,Szczecin,8,Nieudzielenie pierwszenstwa przejazdu.
1255,Kobieta   ,Wroclaw,3,Nieudzielenie pierwszenstwa przejazdu.
1256,Mezczyzna ,Lódz,6,Nieprawidlowe wyprzedzanie.
1257,Kobieta   ,Olsztyn,9,Jazda po niewlasciwej stronie drogi.
1258,Mezczyzna ,Opole,5,Nieprawidlowe zachowanie sie wobec pieszego.
1259,Mezczyzna ,Bydgoszcz,7,Nieudzielenie pierwszenstwa przejazdu.
1260,Kobieta   ,Lódz,1,Nieprawidlowe zachowanie sie wobec pieszego.
1261,Mezczyzna ,Gorzów Wielkopolski,6,Nieprawidlowe wyprzedzanie.
1262,Kobieta   ,Poznan,5,Jazda po niewlasciwej stronie drogi.
1263,Mezczyzna ,Kielce,9,Jazda po niewlasciwej stronie drogi.
1264,Kobieta   ,Rzeszów,3,Niedostosowanie predkosci do warunków na drodze.
1265,Kobieta   ,Bydgoszcz,7,Niedostosowanie predkosci do warunków na drodze.
1266,Mezczyzna ,Warszawa,4,Nieprawidlowe zachowanie sie wobec pieszego.
1267,Kobieta   ,Wroclaw,11,Niedostosowanie predkosci do warunków na drodze.
1268,Mezczyzna ,Wroclaw,8,Nieudzielenie pierwszenstwa przejazdu.
1269,Mezczyzna ,Szczecin,11,Jazda po niewlasciwej stronie drogi.
1270,Kobieta   ,Lódz,4,Nieudzielenie pierwszenstwa przejazdu.
1271,Kobieta   ,Poznan,6,Nieprawidlowe wyprzedzanie.
1272,Kobieta   ,Szczecin,12,Jazda po niewlasciwej stronie drogi.
1273,Mezczyzna ,Gorzów Wielkopolski,7,Nieudzielenie pierwszenstwa przejazdu.
1274,Kobieta   ,Lublin,11,Nieprawidlowe zachowanie sie wobec pieszego.
1275,Mezczyzna ,Lublin,3,Nieprawidlowe zachowanie sie wobec pieszego.
1276,Kobieta   ,Bydgoszcz,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1277,Kobieta   ,Bydgoszcz,10,Nieprawidlowe zachowanie sie wobec pieszego.
1278,Mezczyzna ,Lódz,5,Nieprawidlowe wyprzedzanie.
1279,Mezczyzna ,Warszawa,11,Nieprawidlowe zachowanie sie wobec pieszego.
1280,Mezczyzna ,Lublin,1,Nieprawidlowe zachowanie sie wobec pieszego.
1281,Kobieta   ,Poznan,4,Nieprawidlowe wyprzedzanie.
1282,Kobieta   ,Olsztyn,10,Nieprawidlowe zachowanie sie wobec pieszego.
1283,Kobieta   ,Bydgoszcz,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1284,Kobieta   ,Poznan,10,Niedostosowanie predkosci do warunków na drodze.
1285,Kobieta   ,Torun,2,Nieprawidlowe wyprzedzanie.
1286,Mezczyzna ,Poznan,9,Jazda po niewlasciwej stronie drogi.
1287,Mezczyzna ,Torun,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1288,Kobieta   ,Bydgoszcz,11,Niedostosowanie predkosci do warunków na drodze.
1289,Kobieta   ,Bialystok,2,Nieudzielenie pierwszenstwa przejazdu.
1290,Mezczyzna ,Szczecin,7,Nieprawidlowe wyprzedzanie.
1291,Kobieta   ,Torun,2,Nieprawidlowe zachowanie sie wobec pieszego.
1292,Mezczyzna ,Szczecin,7,Jazda po niewlasciwej stronie drogi.
1293,Mezczyzna ,Katowice,11,Niedostosowanie predkosci do warunków na drodze.
1294,Kobieta   ,Kielce,4,Nieudzielenie pierwszenstwa przejazdu.
1295,Mezczyzna ,Szczecin,5,Nieprawidlowe zachowanie sie wobec pieszego.
1296,Mezczyzna ,Torun,12,Nieprawidlowe wyprzedzanie.
1297,Kobieta   ,Olsztyn,3,Nieprawidlowe zachowanie sie wobec pieszego.
1298,Mezczyzna ,Kielce,3,Jazda po niewlasciwej stronie drogi.
1299,Kobieta   ,Szczecin,9,Jazda po niewlasciwej stronie drogi.
1300,Kobieta   ,Wroclaw,8,Nieprawidlowe zachowanie sie wobec pieszego.
1301,Kobieta   ,Bialystok,11,Nieprawidlowe wyprzedzanie.
1302,Kobieta   ,Gorzów Wielkopolski,5,Nieprawidlowe wyprzedzanie.
1303,Kobieta   ,Poznan,3,Niedostosowanie predkosci do warunków na drodze.
1304,Mezczyzna ,Katowice,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1305,Kobieta   ,Gdansk,7,Jazda po niewlasciwej stronie drogi.
1306,Kobieta   ,Szczecin,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1307,Kobieta   ,Olsztyn,8,Nieprawidlowe zachowanie sie wobec pieszego.
1308,Mezczyzna ,Lódz,12,Nieprawidlowe zachowanie sie wobec pieszego.
1309,Mezczyzna ,Warszawa,2,Niedostosowanie predkosci do warunków na drodze.
1310,Kobieta   ,Rzeszów,11,Niedostosowanie predkosci do warunków na drodze.
1311,Kobieta   ,Lublin,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1312,Mezczyzna ,Lublin,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1313,Kobieta   ,Bialystok,8,Niedostosowanie predkosci do warunków na drodze.
1314,Mezczyzna ,Szczecin,10,Nieudzielenie pierwszenstwa przejazdu.
1315,Mezczyzna ,Poznan,12,Jazda po niewlasciwej stronie drogi.
1316,Mezczyzna ,Bydgoszcz,5,Nieudzielenie pierwszenstwa przejazdu.
1317,Mezczyzna ,Szczecin,7,Niedostosowanie predkosci do warunków na drodze.
1318,Mezczyzna ,Gorzów Wielkopolski,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1319,Kobieta   ,Gorzów Wielkopolski,4,Nieudzielenie pierwszenstwa przejazdu.
1320,Kobieta   ,Gorzów Wielkopolski,12,Jazda po niewlasciwej stronie drogi.
1321,Kobieta   ,Opole,1,Nieudzielenie pierwszenstwa przejazdu.
